sample_id,speaker_count,mapping_status,child_speaker_ids,counselor_speaker_ids,mixed_speaker_ids,child_coverage,counselor_coverage,speaker_mapping_json
5036,2,ROLE_MAPPING_OK,speaker_1,speaker_0,,1.0,1.0,"[{""speaker"": ""speaker_0"", ""role"": ""COUNSELOR"", ""child_sec"": 0.0, ""counselor_sec"": 128.488, ""purity"": 1.0, ""word_count"": 407}, {""speaker"": ""speaker_1"", ""role"": ""CHILD"", ""child_sec"": 60.709, ""counselor_sec"": 0.0, ""purity"": 1.0, ""word_count"": 176}]"
3391,2,ROLE_MAPPING_OK,speaker_1,speaker_0,,1.0,1.0,"[{""speaker"": ""speaker_0"", ""role"": ""COUNSELOR"", ""child_sec"": 0.0, ""counselor_sec"": 250.356, ""purity"": 1.0, ""word_count"": 556}, {""speaker"": ""speaker_1"", ""role"": ""CHILD"", ""child_sec"": 199.473, ""counselor_sec"": 0.0, ""purity"": 1.0, ""word_count"": 425}]"
0903,2,ROLE_MAPPING_OK,speaker_1,speaker_0,,1.0,0.9999,"[{""speaker"": ""speaker_0"", ""role"": ""COUNSELOR"", ""child_sec"": 0.0, ""counselor_sec"": 105.477, ""purity"": 1.0, ""word_count"": 343}, {""speaker"": ""speaker_1"", ""role"": ""CHILD"", ""child_sec"": 55.834, ""counselor_sec"": 0.01, ""purity"": 0.9998, ""word_count"": 155}]"
3873,2,ROLE_MAPPING_OK,speaker_1,speaker_0,,1.0,1.0,"[{""speaker"": ""speaker_0"", ""role"": ""COUNSELOR"", ""child_sec"": 0.0, ""counselor_sec"": 129.665, ""purity"": 1.0, ""word_count"": 452}, {""speaker"": ""speaker_1"", ""role"": ""CHILD"", ""child_sec"": 94.396, ""counselor_sec"": 0.0, ""purity"": 1.0, ""word_count"": 343}]"
3104,2,ROLE_MAPPING_OK,speaker_1,speaker_0,,1.0,1.0,"[{""speaker"": ""speaker_0"", ""role"": ""COUNSELOR"", ""child_sec"": 0.0, ""counselor_sec"": 114.87, ""purity"": 1.0, ""word_count"": 401}, {""speaker"": ""speaker_1"", ""role"": ""CHILD"", ""child_sec"": 80.089, ""counselor_sec"": 0.0, ""purity"": 1.0, ""word_count"": 270}]"
0042,2,ROLE_MAPPING_OK,speaker_1,speaker_0,,1.0,1.0,"[{""speaker"": ""speaker_0"", ""role"": ""COUNSELOR"", ""child_sec"": 0.0, ""counselor_sec"": 100.729, ""purity"": 1.0, ""word_count"": 312}, {""speaker"": ""speaker_1"", ""role"": ""CHILD"", ""child_sec"": 101.156, ""counselor_sec"": 0.0, ""purity"": 1.0, ""word_count"": 337}]"
0159,2,ROLE_MAPPING_OK,speaker_1,speaker_0,,1.0,1.0,"[{""speaker"": ""speaker_0"", ""role"": ""COUNSELOR"", ""child_sec"": 0.0, ""counselor_sec"": 113.433, ""purity"": 1.0, ""word_count"": 266}, {""speaker"": ""speaker_1"", ""role"": ""CHILD"", ""child_sec"": 113.175, ""counselor_sec"": 0.0, ""purity"": 1.0, ""word_count"": 263}]"
0882,2,ROLE_MAPPING_OK,speaker_1,speaker_0,,1.0,1.0,"[{""speaker"": ""speaker_0"", ""role"": ""COUNSELOR"", ""child_sec"": 0.0, ""counselor_sec"": 144.626, ""purity"": 1.0, ""word_count"": 408}, {""speaker"": ""speaker_1"", ""role"": ""CHILD"", ""child_sec"": 90.124, ""counselor_sec"": 0.0, ""purity"": 1.0, ""word_count"": 192}]"
3693,2,ROLE_MAPPING_OK,speaker_1,speaker_0,,1.0,1.0,"[{""speaker"": ""speaker_0"", ""role"": ""COUNSELOR"", ""child_sec"": 0.0, ""counselor_sec"": 78.178, ""purity"": 1.0, ""word_count"": 335}, {""speaker"": ""speaker_1"", ""role"": ""CHILD"", ""child_sec"": 42.106, ""counselor_sec"": 0.0, ""purity"": 1.0, ""word_count"": 180}]"
0741,2,ROLE_MAPPING_OK,speaker_1,speaker_0,,1.0,1.0,"[{""speaker"": ""speaker_0"", ""role"": ""COUNSELOR"", ""child_sec"": 0.0, ""counselor_sec"": 85.861, ""purity"": 1.0, ""word_count"": 299}, {""speaker"": ""speaker_1"", ""role"": ""CHILD"", ""child_sec"": 70.802, ""counselor_sec"": 0.0, ""purity"": 1.0, ""word_count"": 181}]"
5064,2,ROLE_MAPPING_OK,speaker_1,speaker_0,,1.0,1.0,"[{""speaker"": ""speaker_0"", ""role"": ""COUNSELOR"", ""child_sec"": 0.0, ""counselor_sec"": 129.547, ""purity"": 1.0, ""word_count"": 450}, {""speaker"": ""speaker_1"", ""role"": ""CHILD"", ""child_sec"": 96.075, ""counselor_sec"": 0.0, ""purity"": 1.0, ""word_count"": 314}]"
2796,2,ROLE_MAPPING_OK,speaker_1,speaker_0,,1.0,0.9967,"[{""speaker"": ""speaker_0"", ""role"": ""COUNSELOR"", ""child_sec"": 0.0, ""counselor_sec"": 107.757, ""purity"": 1.0, ""word_count"": 394}, {""speaker"": ""speaker_1"", ""role"": ""CHILD"", ""child_sec"": 70.112, ""counselor_sec"": 0.355, ""purity"": 0.995, ""word_count"": 242}]"
0384,2,ROLE_MAPPING_OK,speaker_1,speaker_0,,1.0,1.0,"[{""speaker"": ""speaker_0"", ""role"": ""COUNSELOR"", ""child_sec"": 0.0, ""counselor_sec"": 68.977, ""purity"": 1.0, ""word_count"": 265}, {""speaker"": ""speaker_1"", ""role"": ""CHILD"", ""child_sec"": 53.05, ""counselor_sec"": 0.0, ""purity"": 1.0, ""word_count"": 174}]"
0857,2,ROLE_MAPPING_OK,speaker_1,speaker_0,,1.0,1.0,"[{""speaker"": ""speaker_0"", ""role"": ""COUNSELOR"", ""child_sec"": 0.0, ""counselor_sec"": 105.109, ""purity"": 1.0, ""word_count"": 278}, {""speaker"": ""speaker_1"", ""role"": ""CHILD"", ""child_sec"": 83.914, ""counselor_sec"": 0.0, ""purity"": 1.0, ""word_count"": 147}]"
1761,2,ROLE_MAPPING_OK,speaker_1,speaker_0,,0.9998,0.9938,"[{""speaker"": ""speaker_0"", ""role"": ""COUNSELOR"", ""child_sec"": 0.01, ""counselor_sec"": 113.219, ""purity"": 0.9999, ""word_count"": 438}, {""speaker"": ""speaker_1"", ""role"": ""CHILD"", ""child_sec"": 63.165, ""counselor_sec"": 0.708, ""purity"": 0.9889, ""word_count"": 197}]"
0981,2,ROLE_MAPPING_OK,speaker_1,speaker_0,,1.0,0.9949,"[{""speaker"": ""speaker_0"", ""role"": ""COUNSELOR"", ""child_sec"": 0.0, ""counselor_sec"": 151.973, ""purity"": 1.0, ""word_count"": 420}, {""speaker"": ""speaker_1"", ""role"": ""CHILD"", ""child_sec"": 116.605, ""counselor_sec"": 0.786, ""purity"": 0.9933, ""word_count"": 286}]"
1726,2,ROLE_MAPPING_OK,speaker_1,speaker_0,,0.9984,1.0,"[{""speaker"": ""speaker_0"", ""role"": ""COUNSELOR"", ""child_sec"": 0.113, ""counselor_sec"": 121.977, ""purity"": 0.9991, ""word_count"": 382}, {""speaker"": ""speaker_1"", ""role"": ""CHILD"", ""child_sec"": 68.559, ""counselor_sec"": 0.0, ""purity"": 1.0, ""word_count"": 177}]"
3268,2,ROLE_MAPPING_OK,speaker_1,speaker_0,,1.0,1.0,"[{""speaker"": ""speaker_0"", ""role"": ""COUNSELOR"", ""child_sec"": 0.0, ""counselor_sec"": 152.167, ""purity"": 1.0, ""word_count"": 529}, {""speaker"": ""speaker_1"", ""role"": ""CHILD"", ""child_sec"": 151.664, ""counselor_sec"": 0.0, ""purity"": 1.0, ""word_count"": 401}]"
